holeDiameter,rectHeight,rectWidth,itemType,elementType,itemMaterial,cappedUncapped,itemDiameter,itemInsulation,insulationDiameter,supportType,supportThickness,supportDensityId,supportMaterial,fireSide,density.$id,density.id,density.thicknessId,density.thickness,density.minDensity,density.maxDensity,density.distances,fireRate,Y,Y_type
0.11,0.25,0.25,0,1,1,-1,0.11,1022,0.02,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.11,0.3,0.3,0,2,12,-1,0.1,1022,0.01,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,150,34
0.1,0.3,0.3,0,1,-1,-1,0.1,1022,0.01,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,1022,0.01,CEILING,0.1,17,2,2,13,4092,4090,,500,-1,,1,3,1
0.1,0.12,0.12,0,1,-1,-1,0.11,1022,0.01,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,1,4,-1,-1,0.021,1022,0.01,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,28,2
0.35,0.3,0.3,0,1,1,-1,0.125,1022,0.01,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.3,0.3,0,1,-1,-1,0.2,1022,0.01,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.101,0.3,0.3,0,1,1,-1,0.1,1022,0.01,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,1022,0.01,FLOOR,0.15,33,2,2,10,4089,4087,,500,1599,,4,120,7
0.1,0.3,0.3,0,2,12,-1,0.1,1022,0.03,CEILING,0.05,17,2,2,10,4089,4087,,500,1599,,4,150,34
0.1,0.35,0.3,1,4,12,-1,0.021,1022,0.03,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,1759,32
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.03,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.3,0.25,0.25,0,2,12,-1,0.05,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,150,34
0.1,0.25,0.25,3,2,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.2,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,1022,0.04,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.25,0.25,0,1,-1,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,115,6
0.112,0.25,0.25,0,1,-1,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.112,0.25,0.25,0,1,-1,-1,0.11,1022,0.04,FLOOR,0.15,33,2,2,12,4091,4087,,2200,-1,,4,115,6
0.15,0.25,0.25,0,1,1,-1,0.09,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,12,4091,4087,,2200,-1,,4,3,1
0.15,0.25,0.25,0,1,1,-1,0.09,1022,0.04,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,,3,1
0.2,0.25,0.25,0,1,-1,-1,0.1,1022,0.04,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,1,1759,32
0.2,0.25,0.25,0,1,1,-1,0.1,1022,0.04,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.6,0.8,0,1,3,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.125,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.2,0.4,0.4,0,1,1,U/C,0.15,1022,0.04,RIGID_WALL,0.2,10,0,0,13,3027,3055,,-1,500,,1,1387,6
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.1,30,0,0,13,3027,3055,,-1,500,,4,3,1
0.2,0.25,0.25,2,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,3027,3055,,-1,500,,4,75,4
0.1,0.25,0.25,1,1,-1,-1,0.03333333333333333,,,RIGID_WALL,0.12,10,0,0,13,3027,3055,,-1,500,,4,3,1
0.35,0.25,0.25,0,1,1,-1,0.125,,,FLEXIBLE_WALL,0.12,32,0,0,13,3027,3055,,-1,500,,4,1388,6
0.35,0.25,0.25,0,1,1,-1,0.2,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,99,6
0.35,0.1,0.1,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.35,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,115,6
0.11,0.25,0.25,0,1,1,-1,0.11,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.065,0.25,0.25,0,1,1,-1,0.06,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,112,6
0.065,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,1,1,-1,-1,0.03333333333333333,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.4,0.4,2,1,-1,-1,0.2,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.2,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,119,6
0.115,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.115,0.25,0.3,1,4,-1,-1,0.021,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,2,28,2
0.115,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,4,115,6
0.2,0.25,0.25,2,1,-1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.1,0.25,0.25,0,2,12,-1,0.06,1022,0.025,FLOOR,0.15,33,2,2,11,4090,4087,,1600,2199,,4,115,6
0.1,0.25,0.25,0,1,-1,-1,0.11,1022,0.025,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,106,39
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.025,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.2,0.25,0,1,-1,-1,0.1,1022,0.025,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.2,0.25,0,1,1,-1,0.1,1022,0.025,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.2,0.3,0.3,0,2,12,-1,0.1,1022,0.02,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.2,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.06,0.3,0.3,0,1,-1,-1,0.05,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,150,9
0.1,0.3,0.3,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,119,6
0.35,0.3,0.3,0,1,1,-1,0.125,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.35,0.1,0.1,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.35,0.25,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.25,0.25,0.35,0,1,5,U/C,0.23,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,103,7
0.2,0.25,0.35,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.35,0,1,1,-1,0.09,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.06,0.25,0.35,0,1,-1,-1,0.05,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,120,7
0.1,0.25,0.35,0,1,1,-1,0.1,,,FLOOR,0.2,33,2,2,10,4089,4087,,500,1599,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.099,,,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,1,119,6
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,1,150,9
0.2,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,10,4089,4087,,500,1599,,,119,6
0.2,0.25,0.25,3,1,-1,-1,0.018284271247461896,1,0.005,FLEXIBLE_WALL,0.1,30,0,0,10,4089,4087,,500,1599,,1,150,9
0.1,0.25,0.25,0,1,1,-1,0.1,1,0.005,FLEXIBLE_WALL,0.2,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,4,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,CEILING,0.05,16,2,2,10,4089,4087,,500,1599,,1,119,6
0.102,0.25,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,115,6
0.102,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.15,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,10,4089,4087,,500,1599,,,119,6
0.1,0.2,0.2,1,1,-1,-1,0.02666666666666667,,,FLEXIBLE_WALL,0.1,30,0,0,10,4089,4087,,500,1599,,4,150,34
0.1,0.2,0.2,0,1,1,-1,0.098,,,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,4,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,-1,-1,0.11,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,1,1,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,16,2,2,13,4092,4090,,500,-1,,1,3,1
0.1,0.2,0.25,0,1,-1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,212,18
0.2,0.2,0.25,2,1,-1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.1,0.2,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,119,6
0.2,0.2,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.2,0.2,0.25,0,1,-1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,119,6
0.2,0.35,0.3,1,4,-1,-1,0.021,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,75,4
0.2,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.3,0.3,0,2,12,-1,0.1,1022,0.02,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,150,34
0.3,0.3,0.3,3,2,1,-1,0.3,1022,0.02,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,2,3,1
0.15,0.3,0.3,0,1,1,-1,0.08,1022,0.02,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.105,0.3,0.3,0,1,1,-1,0.1,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,1022,0.02,FLOOR,0.2,33,2,2,10,4089,4087,,500,1599,,4,3,1
0.105,0.3,0.3,0,1,-1,-1,0.1,1022,0.02,CEILING,0.05,17,2,2,10,4089,4087,,500,1599,,4,3,1
0.2,0.3,0.3,0,1,-1,-1,0.1,1022,0.02,RIGID_WALL,0.12,10,0,0,10,4089,4087,,500,1599,,1,3,1
0.3,0.3,0.3,0,2,12,-1,0.05,1022,0.02,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,1290,22
0.3,0.25,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,10,4089,4087,,500,1599,,4,3,1
0.3,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.105,0.3,0.3,3,1,-1,-1,0.105,,,FLEXIBLE_WALL,0.15,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.105,0.25,0.3,1,4,-1,-1,0.021,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,1,75,4
0.105,0.3,0.3,0,1,1,-1,0.15,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,1387,6
0.2,0.3,0.3,0,1,-1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.1,0.2,0.2,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.54,0.492,1,4,1,-1,0.021,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,1759,32
0.2,0.54,0.492,0,1,1,-1,0.05,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,2,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,75,4
0.112,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,1,1,-1,-1,0.03333333333333333,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,-1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,120,7
0.1,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.3,0.3,0,1,1,-1,0.098,,,FLEXIBLE_WALL,0.12,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,2,12,-1,0.05,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,2,12,-1,0.05,,,FLOOR,0.15,33,2,2,12,4091,4087,,2200,-1,,4,3,1
0.1,0.4,0.4,0,1,1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,12,4091,4087,,2200,-1,,4,3,1
0.1,0.25,0.35,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,12,4091,4087,,2200,-1,,4,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,1759,32
0.115,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.3,0.25,0.25,0,2,12,-1,0.05,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,150,34
0.11,0.25,0.25,0,1,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.15,0.25,0.25,0,1,1,-1,0.05,1022,0.04,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.15,0.4,0.4,0,1,1,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.12,32,1,1,13,4092,4090,,500,-1,,4,3,1
0.1,0.4,0.4,0,1,1,-1,0.1,1022,0.04,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.2,0.25,0,1,-1,-1,0.1,1022,0.04,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.1,0.2,0.25,3,1,1,-1,0.1,1022,0.04,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.35,0.35,0,1,-1,-1,0.11,1022,0.04,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.1,0.25,0.25,0,1,1,-1,0.1,1022,0.04,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,1,1,-1,-1,0.03333333333333333,1022,0.04,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.25,0.25,0.25,0,2,12,-1,0.05,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,120,7
0.2,0.25,0.25,0,1,1,-1,0.099,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.15,0.3,0.3,0,1,1,-1,0.05,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.101,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,106,39
0.101,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.4,0.25,0.25,2,1,-1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.1,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,3,3,1
0.102,0.25,0.25,3,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.102,0.4,0.4,2,1,1,-1,0.2,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,220,20
0.102,0.3,0.3,1,4,1,-1,0.021,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,28,2
0.1,0.3,0.3,0,1,1,-1,0.098,,,FLEXIBLE_WALL,0.12,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,1,4,1,-1,0.021,,,FLOOR,0.16,33,2,2,11,4090,4087,,1600,2199,,5,75,4
0.2,0.3,0.3,2,4,1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,11,4090,4087,,1600,2199,,4,151,10
0.06,0.3,0.3,0,1,-1,-1,0.05,,,RIGID_WALL,0.12,10,0,0,11,4090,4087,,1600,2199,,4,150,9
0.112,0.3,0.3,0,1,-1,-1,0.11,,,CEILING,0.05,17,2,2,11,4090,4087,,1600,2199,,4,3,1
0.1,0.3,0.3,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,11,4090,4087,,1600,2199,,4,119,6
0.2,0.3,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.2,0.3,0.3,3,1,-1,-1,0.028284271247461898,,,FLEXIBLE_WALL,0.1,30,0,0,13,4092,4090,,500,-1,,1,150,9
0.2,0.25,0.3,1,4,-1,-1,0.021,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,28,2
0.1,0.25,0.3,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.3,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.35,1,4,1,-1,0.021,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,115,6
0.101,0.25,0.35,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,119,6
0.101,0.25,0.25,0,1,1,-1,0.06,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,112,6
0.101,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.15,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,-1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,136,8
0.2,0.25,0.25,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,115,6
0.2,0.25,0.25,2,1,-1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,4,151,10
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,1,119,6
0.112,0.25,0.25,0,1,-1,-1,0.11,,,FLOOR,0.15,33,2,2,12,4091,4087,,2200,-1,,4,115,6
0.2,0.25,0.25,2,1,-1,-1,0.2,,,RIGID_WALL,0.12,10,0,0,12,4091,4087,,2200,-1,,4,151,10
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,3,1
0.1,0.25,0.25,0,1,1,-1,0.1,,,CEILING,0.05,17,2,2,13,4092,4090,,500,-1,,4,3,1
0.1,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.3,0.3,0,1,1,U/C,0.15,,,RIGID_WALL,0.2,10,0,0,13,4060,4074,,500,1600,,1,1759,32
0.15,0.3,0.3,1,1,-1,U/C,0.02666666666666667,,,FLEXIBLE_WALL,0.125,32,0,0,13,4060,4074,,500,1600,,4,1759,32
0.15,0.3,0.3,1,4,-1,U/C,0.021,,,RIGID_WALL,0.12,10,0,0,13,4060,4074,,500,1600,,1,28,2
0.15,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4060,4074,,500,1600,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,120,7
0.1,0.25,0.25,0,1,-1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,119,6
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.115,0.115,0,1,-1,-1,0.11,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.115,0.115,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.2,32,0,0,13,4092,4090,,500,-1,,4,3,1
0.1,0.115,0.115,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.115,0.115,0,1,1,-1,0.1,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.2,0.115,0.115,0,1,1,-1,0.05,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,107,6
0.2,0.25,0.25,0,1,1,-1,0.1,,,FLEXIBLE_WALL,0.05,31,0,0,13,4092,4090,,500,-1,,4,119,6
0.101,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,3,1
0.15,0.25,0.25,0,1,1,-1,0.05,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,107,39
0.2,0.25,0.25,0,1,-1,-1,0.2,,,RIGID_WALL,0.2,10,0,0,13,4092,4090,,500,-1,,1,45,3
0.1,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.15,10,0,0,13,4092,4090,,500,-1,,4,119,6
0.2,0.25,0.25,0,1,1,-1,0.1,,,RIGID_WALL,0.12,10,0,0,13,4092,4090,,500,-1,,1,136,8
0.2,0.25,0.25,0,1,1,-1,0.08,,,RIGID_WALL,0.3,10,0,0,13,4092,4090,,500,-1,,2,3,1
0.1,0.25,0.25,3,1,1,-1,0.1,,,FLEXIBLE_WALL,0.12,32,0,0,13,4092,4090,,500,-1,,4,3,1
